brand,name,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,price
Asus,TUF Gaming F15 FX506HF-HN026W Gaming Laptop,71.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8,DDR4,1024,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,58990
Dell,Inspiron 5430 2023 Laptop,69.32352941176471,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,83990
Dell,Inspiron 3525 Laptop,63.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,43890
Ninkear,A16 Gaming Laptop,76.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",32,DDR5,2048,SSD,AMD Radeon 680M,16.0,2560.0,1600.0,Windows 11 OS,1,79999
Lenovo,IdeaPad 3 15ITL05 81X800N2IN Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,35490
HP,Zbook Power G4-A ZHAN 99 Laptop,77.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",32,DDR5,1024,SSD,4GB NVIDIA Quadro T600,15.6,1920.0,1080.0,Windows 11 OS,1,137890
Dell,Inspiron 7420 2in1 Laptop,67.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,94990
Lenovo,IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop,70.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,67990
HP,14-em0026AU Laptop,69.32352941176471,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8,LPDDR5,512,SSD,AMD Radeon AMD,14.0,1920.0,1080.0,Windows 11 OS,1,46990
Asus,Vivobook 16X 2023 K3605ZU-MB741WS Laptop,77.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16,DDR4,512,SSD,6GB NVIDIA Geforce RTX 4050,16.0,1920.0,1200.0,Windows 11 OS,1,94990
MSI,GF75 Thin 10SCXR-007IN Laptop,67.0,10th Gen Intel Core i7 10750H ,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,17.3,1920.0,1080.0,Windows 10  OS,1,83500
MSI,Cyborg 15 A12VE-051IN Gaming Laptop,73.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,2,91990
MSI,Cyborg 15 A12VF-049IN Gaming Laptop,78.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16,DDR5,512,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,2,111990
HP,250 G9 701H5PA Laptop,66.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,67990
Lenovo,Thinkpad E14 21E3S06300 Laptop,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Iris Xe,14.0,1920.0,1080.0,DOS OS,1,67999
Lenovo,‎ThinkPad E14 Gen 4 21E3S06Q00 Laptop,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Intel UHD,14.0,1920.0,1080.0,DOS OS,1,46200
Dell,Vostro 5620 Laptop,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Intel UHD,16.0,1920.0,1080.0,Windows 11  OS,1,52998
Dell,Vostro 3525 D560926WIN9B Laptop,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,45499
Lenovo,‎ThinkPad E14 Gen 4 21E3S06D00 Laptop,62.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Intel UHD,14.0,1920.0,1080.0,Windows 11 OS,1,49999
Acer,Aspire 3 A315-510P Laptop,69.32352941176471,Intel Core i3 N305,"Octa Core, 8 Threads",8,DDR4,256,SSD,Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,29980
Dell,Inspiron 16 5635 Laptop,60.0,7th Gen Amd Ryzen 5 7530U,"Hexa Core, 12 Threads",8,LPDDR5,512,SSD,AMD Radeon Graphics,16.0,1920.0,1200.0,Windows 11 OS,1,57290
HP,Pavilion 14-dv1043TU Laptop,62.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8,DDR4,512,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,58990
Razer,Blade 14 2023 Gaming Laptop,85.0,7th Gen Amd Ryzen 9 7940HS,"Octa Core, 16 Threads",32,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,14.0,2560.0,1600.0,Windows 11 OS,1,199990
MSI,Bravo 15 C7UDXK-092IN Gaming Laptop,70.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,2,79990
MSI,Bravo 15 C7UDXK-093IN Gaming Laptop,69.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,2,78990
Acer,Aspire 5 A514-56M 2023 Gaming Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,51990
MSI,Bravo 17 C7VFK-034IN Gaming Laptop,78.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16,DDR5,1024,SSD,8GB Nvidia GeForce RTX 4060,17.3,1920.0,1080.0,Windows 11 OS,1,104990
MSI,Bravo 15 C7VFK-087IN Gaming Laptop,78.0,7th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",16,DDR5,1024,SSD,8GB Nvidia GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,1,104990
Acer,One 14 2023 Z8-415 ‎Laptop,69.32352941176471,11th Gen Intel Core i5  1135G7,"Quad Core, 8 Threads",8,DDR4,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,39990
MSI,Thin GF63 11UCX-1441IN Gaming Laptop,71.0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,2,59990
MSI,Thin GF63 11UCX-1471IN Gaming Laptop,66.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,2,47990
Asus,Vivobook 15 X1504ZA-NJ521WS Laptop,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Integrated Intel Iris Xe Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,47890
MSI,Bravo 15 C7VEK-089IN Gaming Laptop,75.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16,DDR5,512,SSD,6GB Nvidia GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,85490
MSI,Bravo 15 C7VEK-088IN Gaming Laptop,77.0,7th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",16,DDR5,1024,SSD,6GB Nvidia GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,94990
MSI,Bravo 17 C7VEK-035IN Gaming Laptop,77.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16,DDR5,1024,SSD,6GB Nvidia GeForce RTX 4050,17.3,1920.0,1080.0,Windows 11 OS,1,95490
HP,255 G9 7M654PA Laptop,63.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1366.0,768.0,Windows 11 OS,1,54999
Lenovo,ThinkPad T14 2022 Laptop,72.0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16,DDR4,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,159000
Dell,Inspiron 5620 ICC-C783531WIN8 Laptop,70.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16,DDR4,512,SSD,2GB NVIDIA GeForce MX570,16.0,1920.0,1080.0,Windows 11  OS,1,80610
MSI,Prestige 13 Evo A12M-085IN Laptop,66.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8,LPDDR5,512,SSD,Intel Integrated Iris Xe,13.3,1920.0,1200.0,Windows 11 OS,2,77990
Dell,XPS 17 9730 Laptop,69.32352941176471,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,17.0,3840.0,2400.0,Windows 11 OS,1,303490
Dell,XPS 13 Plus 9320 2023 Laptop,82.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",32,LPDDR5,1024,SSD,Intel Iris Xe Graphics,13.4,3840.0,2400.0,Windows 11 OS,1,201990
Dell,XPS 9530 2023 Laptop,88.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32,DDR5,1024,SSD,6GB NVIDIA RTX 4050,15.6,3456.0,2160.0,Windows 11 OS,1,278290
Lenovo,Legion Pro 7i 2023 Gaming Laptop,82.0,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32,DDR5,1024,SSD,12GB NVIDIA Geforce RTX 4080,16.0,2560.0,1600.0,Windows 11 OS,1,286200
Lenovo,Legion Slim 7i 2023 Gaming Laptop,71.0,13th Gen Intel Core i5 13500H ,"12 Cores (4P + 8E), 16 Threads",16,DDR5,1024,SSD,8GB NVIDIA Geforce RTX 4060,16.0,3200.0,2000.0,Windows 11 OS,1,157544
Lenovo,Legion Pro 5 82WM00B5IN 2023 Gaming Laptop,77.0,7th Gen AMD Ryzen 7 7745HX,"Octa Core, 16 Threads",16,DDR5,1024,SSD,8GB NVIDIA Geforce RTX 4060,16.0,2560.0,1600.0,Windows 11 OS,1,140990
Lenovo,Thinkpad E14 G4 21E3S02M00 Laptop,75.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,133000
Lenovo,Thinkpad E14 G4 21E3006UIG Laptop,63.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,DOS OS,1,72500
LG,Gram 14 2023 14Z90R Laptop,70.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",8,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1200.0,1920.0,Windows 11 OS,1,127000
LG,Gram 17 2023 17Z90R-G.CH77A2 Laptop,76.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,1024,SSD,4GB Nvidia RTX 3050,17.0,1600.0,2560.0,Windows 11 OS,1,146990
LG,Gram 16 2023 16Z90R Laptop,76.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,1024,SSD,4GB Nvidia RTX 3050,16.0,1600.0,2560.0,Windows 11 OS,1,142990
LG,Gram 2 in 1 16 Laptop,72.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",8,LPDDR5,256,SSD,Intel Iris Xe Graphics ,16.0,1600.0,2560.0,Windows 11 OS,1,205000
LG,UltraPC 16 16U70R-G.AH76A2 Laptop,75.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16,DDR4,512,SSD,AMD Radeon 7 Graphics,16.0,1920.0,1200.0,Windows 11 OS,1,89799
Lenovo,Thinkbook 14 Gen 4 Laptop,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16,DDR4,1024,SSD,Integrated Intel UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,63999
Dell,Inspiron 3525 D560927WIN9S Laptop,69.32352941176471,5th Gen AMD Ryzen 5  5500u,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon,15.6,1920.0,1080.0,Windows 11 OS,1,43490
AXL,Vayu Book LAP01 Laptop,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",4,DDR4,128,SSD,Intel Integrated UHD Graphics,14.1,1920.0,1080.0,Windows 11 OS,1,12990
AXL,Vayu Book LAP02 Laptop,69.32352941176471,Intel Celeron  N4020,"Dual Core, 2 Threads",4,DDR4,256,SSD,Intel Integrated UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,15990
MSI,Modern 14 C12M-444IN Laptop,62.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16,DDR4,512,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Windows 11 OS,1,36990
Asus,Vivobook 14X 90NB11H2-M004D0 Laptop,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 2050,14.0,1920.0,1200.0,Windows 11 OS,1,63990
Lenovo,S14 82TW0019IH Laptop,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Integrated Intel UHD Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,45990
Lenovo,V15 G2 ALC 82KDA01YIH Laptop,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,DOS OS,1,34990
Lenovo,ThinkBook 15 G3 ACL 21A4A08VIH Laptop,69.32352941176471,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon AMD,15.6,1920.0,1080.0,Windows 11 OS,1,41490
Asus,Vivobook Pro 15 M6500QF-HN741WS  Laptop,64.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920.0,1080.0,Windows 11 OS,1,64990
HP,Victus 16 7K4J6PAACJ Laptop,70.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650 ,16.1,1920.0,1080.0,Windows 11 OS,1,57990
Acer,Aspire 7 A715-76G UN.QMESI.003 Gaming Laptop,69.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,1,54990
Dell,Alienware x14 R2 Gaming Laptop,72.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16,LPDDR5,1024,SSD,6GB NVIDIA GEFORCE RTX 4050,14.0,2560.0,1600.0,Windows 11 OS,1,208990
Asus,Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop,66.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16,LPDDR5,1024,SSD,Intel Integrated Iris Xe,15.6,2880.0,1620.0,Windows 11 OS,1,91560
Lenovo,Thinkpad E14 20TA00J2IG Laptop,64.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16,DDR4,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,3,74000
Lenovo,V15 G3 Laptop,69.32352941176471,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,51999
Lenovo,V15 G3 ‎‎82C7007SGE Laptop,69.32352941176471,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8,DDR4,512,SSD,AMD Radeon Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,31990
Lenovo,IdeaPad 3 15ITL6 82H803HLIN Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,256,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,32490
Lenovo,IdeaPad 5 15ITL05 82FG01UUIN Laptop,64.0,Intel Core i7,"Quad Core, 8 Threads",16,DDR4,512,SSD,2GB NVIDIA GeForce MX450,15.6,1920.0,1080.0,Windows 11 OS,1,74888
HP,Victus 16-d0302TX Gaming Laptop,71.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,16.1,1920.0,1080.0,Windows 11 OS,1,66500
Dell,‎G16-7630 2023 Gaming Laptop,78.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560.0,1600.0,Windows 11 OS,1,156799
Dell,2023 ‎G16-7630 Gaming Laptop,82.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),32,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560.0,1600.0,Windows 11 OS,1,166899
Dell,Inspiron 7430 IC7430FD64T001ORS1 Laptop,69.32352941176471,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,89990
HP,Omen 17-cm2003TX Gaming Laptop,79.0,13th Gen Intel 7 13700HX ,"16 Cores (8P + 8E), 24 Threads",16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,17.3,2560.0,1440.0,Windows 11 OS,1,171499
HP,14s-dr3003TU 832T7PA Laptop,69.32352941176471,Intel Pentium Silver N6000,"Quad Core, 4 Threads",8,DDR4,512,SSD,Intel UHD Graphics,14.0,1366.0,768.0,Windows 11 OS,1,29999
Lenovo,IdeaPad 3 15ITL6 82H8038WIN Laptop,69.32352941176471,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8,DDR4,512,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,2,35998
Dell,Inspiron 15 3530 Laptop,69.32352941176471,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8,DDR4,512,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,44989
Acer,Aspire 3 A315-59 NX.K6TSI.00C Laptop,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Intel Iris Xe Graphics ,15.6,1920.0,1080.0,Windows 11 OS,1,34990
Infinix,INBook X2 Slim Series XL23 Laptop,60.0,11th Gen Intel Core i7 1195G7,"Quad Core, 8 Threads",16,LPDDR4X,512,SSD,Intel Integrated Iris Xe,14.0,1920.0,1080.0,Windows 11 OS,1,48990
Dell,Inspiron 7430 IC7430PXXWC001ORS1 Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1200.0,Windows 11 OS,1,72990
Dell,Inspiron 5430 IN54308TR2G001ORS1 Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,71570
HP,Victus 15-fb0137AX Gaming Laptop,67.0,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,74990
Asus,Eeebook 15 E510MA-EJ011WS Laptop,69.32352941176471,Intel Celeron N4020,"Dual Core, 2 Threads",8,DDR4,256,SSD,Intel UHD Integrated,15.6,1920.0,1080.0,Windows 11 OS,1,25990
HP,ProBook 445 G8 7K2J8PA Business Laptop,63.0,5th Gen AMD Ryzen 7 5800U,"Octa Core, 16 Threads",8,DDR4,512,SSD,AMD Radeon,14.0,1920.0,1080.0,DOS OS,1,46490
Dell,Inspiron 5430 IN5430YXVW9M01ORS1 Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8,LPDDR5,512,SSD,Intel Iris Xe Graphics,14.0,1920.0,1080.0,Windows 11 OS,1,64590
Dell,Inspiron 3530 IN3530NM1NN001ORS1 Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8,DDR4,512,SSD,Intel Integrated UHD,15.6,1920.0,1080.0,Windows 11 OS,1,63990
MSI,Creator Z17 HX Studio A13V Laptop,69.32352941176471,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4070,17.0,2560.0,1600.0,Windows 11 OS,3,247999
Dell,Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop,66.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8,LPDDR5,512,SSD,Intel Iris Xe Graphics,16.0,1920.0,1200.0,Windows 11 OS,1,93990
HP,Victus 15-fb0131AX Gaming Laptop,65.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB AMD Radeon RX 5600M ,15.6,1920.0,1080.0,Windows 11 OS,1,51990
Asus,Vivobook 16 2023 M1605YA-MB521WS Laptop,63.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8,DDR4,512,SSD,AMD Radeon AMD,16.0,1920.0,1200.0,Windows 11 OS,1,47990
Lenovo,V14 G3 82TSA01KIH Laptop,69.32352941176471,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,DOS OS,1,34390
Acer,Aspire 7 A715-76G NH.QMESI.003 Gaming Laptop,65.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920.0,1080.0,Windows 11 OS,1,50990
HP,15s-fq3071TU Laptop,69.32352941176471,Intel Celeron  N4500,"Dual Core, 2 Threads",8,DDR4,512,SSD,Intel Integrated UHD Graphics,15.0,1366.0,768.0,Windows 11  OS,1,28490
MSI,Katana 15 B12UDXK-1017IN Gaming Laptop,75.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",8,DDR5,512,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,2,79990
MSI,Katana 15 B12UDXK-1019IN Gaming Laptop,75.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16,DDR5,1024,SSD,6GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,2,79990
Acer,One 14 Z2-493 Business Laptop,69.32352941176471,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",8,DDR4,512,SSD,AMD Radeon Radeon Graphics,14.0,1366.0,768.0,Windows 11 OS,1,29990
HP,Victus 15-fb0135AX Gaming Laptop,64.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8,DDR4,512,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920.0,1080.0,Windows 11 OS,1,59990
Acer,Swift Edge 16 2023 Laptop,69.32352941176471,7th Gen AMD Ryzen 7040 Series 040,"Octa Core, 16 Threads",16,LPDDR5,1024,SSD,AMD Radeon AMD,16.0,3840.0,2400.0,Windows 11 OS,1,107399
Dell,G15-5530 Gaming 2023 Laptop,76.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16,DDR5,512,SSD,8GB NVIDIA GeForce RTX 4060,15.6,1920.0,1080.0,Windows 11 OS,1,129199
Dell,G15-5530 Gaming Laptop,73.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,119990
Dell,‎G16-7630 Gaming Laptop,79.0,13th Gen Intel Core i9 13900HX ,"24 Cores (8P + 16E), 32 Threads",16,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,16.0,2560.0,1600.0,Windows 11 OS,1,187490
Dell,G15-5530 2023 Gaming Laptop,75.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16,DDR5,512,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,125699
Acer,Aspire Vero AV14-52P NX.KJTSI.002 Laptop,69.32352941176471,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",16,LPDDR4X,512,SSD,Intel Integrated UHD,14.0,1920.0,1080.0,Windows OS,1,49990
Acer,Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop,69.32352941176471,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16,LPDDR5,512,SSD,Intel Integrated Iris Xe,15.6,1920.0,1080.0,Windows 11 OS,1,56990
Asus,Vivobook 15X 2023 K3504VAB-NJ321WS Laptop,69.32352941176471,13th Gen ‎Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8,DDR4,512,SSD,Integrated Intel UHD Graphics,15.6,1920.0,1080.0,Windows 11 OS,1,44990
Asus,TUF A15 FA577RM-HQ032WS Laptop,71.0,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16,DDR,1024,SSD,6GB NVIDIA GeForce RTX 3060,15.6,2560.0,1440.0,Windows 11  OS,1,110000
Asus,ROG Zephyrus G14 2023 GA402XV-N2034WS Gaming Laptop,89.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",32,DDR5,1024,SSD,8GB NVIDIA GeForce RTX 4060,14.0,2560.0,1600.0,Windows 11 OS,1,189990
Asus,TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop,73.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16,DDR4,512,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,129990
Asus,TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop,84.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16,DDR4,1024,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920.0,1080.0,Windows 11 OS,1,131990
